image_id,label,x1,y1,x2,y2
image_0002.jpg,stick,230,1580,419,1729
image_0002.jpg,conch,608,1580,797,1729
image_0002.jpg,water_glass,986,1580,1175,1729
image_0002.jpg,tiger,1364,1580,1553,1729
image_0002.jpg,star,1742,1580,1931,1729
image_0002.jpg,farmer,2120,1580,2309,1729
image_0002.jpg,hammer_scythe,230,1769,419,1918
image_0002.jpg,bus,608,1769,797,1918
image_0002.jpg,roaster,986,1769,1175,1918
image_0002.jpg,water_jug,1364,1769,1553,1918
image_0002.jpg,sheep,1742,1769,1931,1918
image_0002.jpg,turtle,2120,1769,2309,1918
image_0002.jpg,nepali_cap,230,1958,419,2107
image_0002.jpg,loud_speaker,608,1958,797,2107
image_0002.jpg,hand_palm,986,1958,1175,2107
image_0002.jpg,damphu,1364,1958,1553,2107
image_0002.jpg,pen,1742,1958,1931,2107
image_0002.jpg,balance,2120,1958,2309,2107
image_0002.jpg,namaste,230,2147,419,2296
image_0002.jpg,dog,608,2147,797,2296
image_0002.jpg,lock,986,2147,1175,2296
image_0002.jpg,candle_light,1364,2147,1553,2296
image_0002.jpg,nepali_jug,1742,2147,1931,2296
image_0002.jpg,ladder,2120,2147,2309,2296
image_0002.jpg,heart,230,2336,419,2485
image_0002.jpg,mother_and_child,608,2336,797,2485
image_0002.jpg,tree,986,2336,1175,2485
image_0002.jpg,lotus,1364,2336,1553,2485
image_0002.jpg,woman_man,1742,2336,1931,2485
image_0002.jpg,key,2120,2336,2309,2485
image_0002.jpg,owl,230,2525,419,2674
image_0002.jpg,cycle,608,2525,797,2674
image_0002.jpg,hoe,986,2525,1175,2674
image_0002.jpg,wooden_wheel,1364,2525,1553,2674
image_0002.jpg,torch_light,1742,2525,1931,2674
image_0002.jpg,house,2120,2525,2309,2674
image_0002.jpg,nepali_madal,230,2714,419,2863
image_0002.jpg,nepali_small_basket,608,2714,797,2863
image_0002.jpg,umbrella,986,2714,1175,2863
image_0002.jpg,sun,1364,2714,1553,2863
image_0002.jpg,nepali_big_basket,1742,2714,1931,2863
image_0002.jpg,computer,2120,2714,2309,2863
image_0002.jpg,valid_stamp,2264,2338,2414,2488
image_0003.jpg,owl,230,1580,419,1729
image_0003.jpg,bus,608,1580,797,1729
image_0003.jpg,nepali_big_basket,986,1580,1175,1729
image_0003.jpg,torch_light,1364,1580,1553,1729
image_0003.jpg,tree,1742,1580,1931,1729
image_0003.jpg,stick,2120,1580,2309,1729
image_0003.jpg,key,230,1769,419,1918
image_0003.jpg,cycle,608,1769,797,1918
image_0003.jpg,turtle,986,1769,1175,1918
image_0003.jpg,dog,1364,1769,1553,1918
image_0003.jpg,umbrella,1742,1769,1931,1918
image_0003.jpg,conch,2120,1769,2309,1918
image_0003.jpg,tiger,230,1958,419,2107
image_0003.jpg,nepali_small_basket,608,1958,797,2107
image_0003.jpg,nepali_jug,986,1958,1175,2107
image_0003.jpg,pen,1364,1958,1553,2107
image_0003.jpg,water_jug,1742,1958,1931,2107
image_0003.jpg,namaste,2120,1958,2309,2107
image_0003.jpg,star,230,2147,419,2296
image_0003.jpg,lotus,608,2147,797,2296
image_0003.jpg,lock,986,2147,1175,2296
image_0003.jpg,wooden_wheel,1364,2147,1553,2296
image_0003.jpg,woman_man,1742,2147,1931,2296
image_0003.jpg,hoe,2120,2147,2309,2296
image_0003.jpg,hand_palm,230,2336,419,2485
image_0003.jpg,farmer,608,2336,797,2485
image_0003.jpg,damphu,986,2336,1175,2485
image_0003.jpg,computer,1364,2336,1553,2485
image_0003.jpg,balance,1742,2336,1931,2485
image_0003.jpg,sheep,2120,2336,2309,2485
image_0003.jpg,loud_speaker,230,2525,419,2674
image_0003.jpg,nepali_cap,608,2525,797,2674
image_0003.jpg,water_glass,986,2525,1175,2674
image_0003.jpg,ladder,1364,2525,1553,2674
image_0003.jpg,candle_light,1742,2525,1931,2674
image_0003.jpg,nepali_madal,2120,2525,2309,2674
image_0003.jpg,heart,230,2714,419,2863
image_0003.jpg,sun,608,2714,797,2863
image_0003.jpg,mother_and_child,986,2714,1175,2863
image_0003.jpg,roaster,1364,2714,1553,2863
image_0003.jpg,hammer_scythe,1742,2714,1931,2863
image_0003.jpg,house,2120,2714,2309,2863
image_0003.jpg,valid_stamp,2291,1570,2441,1720
image_0004.jpg,damphu,230,1580,419,1729
image_0004.jpg,nepali_big_basket,608,1580,797,1729
image_0004.jpg,farmer,986,1580,1175,1729
image_0004.jpg,tiger,1364,1580,1553,1729
image_0004.jpg,lotus,1742,1580,1931,1729
image_0004.jpg,bus,2120,1580,2309,1729
image_0004.jpg,balance,230,1769,419,1918
image_0004.jpg,cycle,608,1769,797,1918
image_0004.jpg,key,986,1769,1175,1918
image_0004.jpg,water_glass,1364,1769,1553,1918
image_0004.jpg,umbrella,1742,1769,1931,1918
image_0004.jpg,nepali_cap,2120,1769,2309,1918
image_0004.jpg,hand_palm,230,1958,419,2107
image_0004.jpg,mother_and_child,608,1958,797,2107
image_0004.jpg,tree,986,1958,1175,2107
image_0004.jpg,pen,1364,1958,1553,2107
image_0004.jpg,ladder,1742,1958,1931,2107
image_0004.jpg,sheep,2120,1958,2309,2107
image_0004.jpg,stick,230,2147,419,2296
image_0004.jpg,house,608,2147,797,2296
image_0004.jpg,water_jug,986,2147,1175,2296
image_0004.jpg,turtle,1364,2147,1553,2296
image_0004.jpg,hammer_scythe,1742,2147,1931,2296
image_0004.jpg,torch_light,2120,2147,2309,2296
image_0004.jpg,wooden_wheel,230,2336,419,2485
image_0004.jpg,nepali_madal,608,2336,797,2485
image_0004.jpg,computer,986,2336,1175,2485
image_0004.jpg,roaster,1364,2336,1553,2485
image_0004.jpg,namaste,1742,2336,1931,2485
image_0004.jpg,sun,2120,2336,2309,2485
image_0004.jpg,hoe,230,2525,419,2674
image_0004.jpg,conch,608,2525,797,2674
image_0004.jpg,dog,986,2525,1175,2674
image_0004.jpg,nepali_jug,1364,2525,1553,2674
image_0004.jpg,loud_speaker,1742,2525,1931,2674
image_0004.jpg,star,2120,2525,2309,2674
image_0004.jpg,candle_light,230,2714,419,2863
image_0004.jpg,heart,608,2714,797,2863
image_0004.jpg,nepali_small_basket,986,2714,1175,2863
image_0004.jpg,owl,1364,2714,1553,2863
image_0004.jpg,woman_man,1742,2714,1931,2863
image_0004.jpg,lock,2120,2714,2309,2863
image_0004.jpg,valid_stamp,2264,1759,2414,1909
image_0005.jpg,roaster,230,1580,419,1729
image_0005.jpg,dog,608,1580,797,1729
image_0005.jpg,stick,986,1580,1175,1729
image_0005.jpg,ladder,1364,1580,1553,1729
image_0005.jpg,hammer_scythe,1742,1580,1931,1729
image_0005.jpg,farmer,2120,1580,2309,1729
image_0005.jpg,owl,230,1769,419,1918
image_0005.jpg,nepali_cap,608,1769,797,1918
image_0005.jpg,computer,986,1769,1175,1918
image_0005.jpg,cycle,1364,1769,1553,1918
image_0005.jpg,sun,1742,1769,1931,1918
image_0005.jpg,umbrella,2120,1769,2309,1918
image_0005.jpg,candle_light,230,1958,419,2107
image_0005.jpg,turtle,608,1958,797,2107
image_0005.jpg,mother_and_child,986,1958,1175,2107
image_0005.jpg,nepali_madal,1364,1958,1553,2107
image_0005.jpg,namaste,1742,1958,1931,2107
image_0005.jpg,nepali_small_basket,2120,1958,2309,2107
image_0005.jpg,lotus,230,2147,419,2296
image_0005.jpg,nepali_big_basket,608,2147,797,2296
image_0005.jpg,water_glass,986,2147,1175,2296
image_0005.jpg,hoe,1364,2147,1553,2296
image_0005.jpg,star,1742,2147,1931,2296
image_0005.jpg,tree,2120,2147,2309,2296
image_0005.jpg,woman_man,230,2336,419,2485
image_0005.jpg,house,608,2336,797,2485
image_0005.jpg,heart,986,2336,1175,2485
image_0005.jpg,lock,1364,2336,1553,2485
image_0005.jpg,loud_speaker,1742,2336,1931,2485
image_0005.jpg,balance,2120,2336,2309,2485
image_0005.jpg,damphu,230,2525,419,2674
image_0005.jpg,nepali_jug,608,2525,797,2674
image_0005.jpg,sheep,986,2525,1175,2674
image_0005.jpg,wooden_wheel,1364,2525,1553,2674
image_0005.jpg,tiger,1742,2525,1931,2674
image_0005.jpg,key,2120,2525,2309,2674
image_0005.jpg,torch_light,230,2714,419,2863
image_0005.jpg,hand_palm,608,2714,797,2863
image_0005.jpg,conch,986,2714,1175,2863
image_0005.jpg,bus,1364,2714,1553,2863
image_0005.jpg,pen,1742,2714,1931,2863
image_0005.jpg,water_jug,2120,2714,2309,2863
image_0005.jpg,valid_stamp,1886,1564,2036,1714
image_0006.jpg,torch_light,230,1580,419,1729
image_0006.jpg,umbrella,608,1580,797,1729
image_0006.jpg,ladder,986,1580,1175,1729
image_0006.jpg,sheep,1364,1580,1553,1729
image_0006.jpg,nepali_jug,1742,1580,1931,1729
image_0006.jpg,stick,2120,1580,2309,1729
image_0006.jpg,dog,230,1769,419,1918
image_0006.jpg,pen,608,1769,797,1918
image_0006.jpg,nepali_cap,986,1769,1175,1918
image_0006.jpg,woman_man,1364,1769,1553,1918
image_0006.jpg,owl,1742,1769,1931,1918
image_0006.jpg,balance,2120,1769,2309,1918
image_0006.jpg,hoe,230,1958,419,2107
image_0006.jpg,conch,608,1958,797,2107
image_0006.jpg,candle_light,986,1958,1175,2107
image_0006.jpg,star,1364,1958,1553,2107
image_0006.jpg,lock,1742,1958,1931,2107
image_0006.jpg,nepali_big_basket,2120,1958,2309,2107
image_0006.jpg,sun,230,2147,419,2296
image_0006.jpg,computer,608,2147,797,2296
image_0006.jpg,loud_speaker,986,2147,1175,2296
image_0006.jpg,tree,1364,2147,1553,2296
image_0006.jpg,namaste,1742,2147,1931,2296
image_0006.jpg,lotus,2120,2147,2309,2296
image_0006.jpg,nepali_madal,230,2336,419,2485
image_0006.jpg,key,608,2336,797,2485
image_0006.jpg,wooden_wheel,986,2336,1175,2485
image_0006.jpg,damphu,1364,2336,1553,2485
image_0006.jpg,heart,1742,2336,1931,2485
image_0006.jpg,bus,2120,2336,2309,2485
image_0006.jpg,mother_and_child,230,2525,419,2674
image_0006.jpg,house,608,2525,797,2674
image_0006.jpg,hammer_scythe,986,2525,1175,2674
image_0006.jpg,cycle,1364,2525,1553,2674
image_0006.jpg,tiger,1742,2525,1931,2674
image_0006.jpg,water_glass,2120,2525,2309,2674
image_0006.jpg,nepali_small_basket,230,2714,419,2863
image_0006.jpg,water_jug,608,2714,797,2863
image_0006.jpg,roaster,986,2714,1175,2863
image_0006.jpg,farmer,1364,2714,1553,2863
image_0006.jpg,hand_palm,1742,2714,1931,2863
image_0006.jpg,turtle,2120,2714,2309,2863
image_0006.jpg,valid_stamp,2311,2721,2461,2871
image_0007.jpg,bus,230,1580,419,1729
image_0007.jpg,heart,608,1580,797,1729
image_0007.jpg,key,986,1580,1175,1729
image_0007.jpg,star,1364,1580,1553,1729
image_0007.jpg,tiger,1742,1580,1931,1729
image_0007.jpg,namaste,2120,1580,2309,1729
image_0007.jpg,water_jug,230,1769,419,1918
image_0007.jpg,owl,608,1769,797,1918
image_0007.jpg,nepali_madal,986,1769,1175,1918
image_0007.jpg,nepali_big_basket,1364,1769,1553,1918
image_0007.jpg,wooden_wheel,1742,1769,1931,1918
image_0007.jpg,balance,2120,1769,2309,1918
image_0007.jpg,damphu,230,1958,419,2107
image_0007.jpg,nepali_cap,608,1958,797,2107
image_0007.jpg,computer,986,1958,1175,2107
image_0007.jpg,sun,1364,1958,1553,2107
image_0007.jpg,hand_palm,1742,1958,1931,2107
image_0007.jpg,cycle,2120,1958,2309,2107
image_0007.jpg,tree,230,2147,419,2296
image_0007.jpg,dog,608,2147,797,2296
image_0007.jpg,turtle,986,2147,1175,2296
image_0007.jpg,farmer,1364,2147,1553,2296
image_0007.jpg,nepali_small_basket,1742,2147,1931,2296
image_0007.jpg,house,2120,2147,2309,2296
image_0007.jpg,candle_light,230,2336,419,2485
image_0007.jpg,nepali_jug,608,2336,797,2485
image_0007.jpg,woman_man,986,2336,1175,2485
image_0007.jpg,roaster,1364,2336,1553,2485
image_0007.jpg,ladder,1742,2336,1931,2485
image_0007.jpg,conch,2120,2336,2309,2485
image_0007.jpg,hammer_scythe,230,2525,419,2674
image_0007.jpg,mother_and_child,608,2525,797,2674
image_0007.jpg,pen,986,2525,1175,2674
image_0007.jpg,lock,1364,2525,1553,2674
image_0007.jpg,umbrella,1742,2525,1931,2674
image_0007.jpg,loud_speaker,2120,2525,2309,2674
image_0007.jpg,lotus,230,2714,419,2863
image_0007.jpg,sheep,608,2714,797,2863
image_0007.jpg,water_glass,986,2714,1175,2863
image_0007.jpg,stick,1364,2714,1553,2863
image_0007.jpg,torch_light,1742,2714,1931,2863
image_0007.jpg,hoe,2120,2714,2309,2863
image_0007.jpg,valid_stamp,1886,2347,2036,2497
image_0008.jpg,namaste,230,1580,419,1729
image_0008.jpg,sheep,608,1580,797,1729
image_0008.jpg,computer,986,1580,1175,1729
image_0008.jpg,bus,1364,1580,1553,1729
image_0008.jpg,owl,1742,1580,1931,1729
image_0008.jpg,roaster,2120,1580,2309,1729
image_0008.jpg,turtle,230,1769,419,1918
image_0008.jpg,umbrella,608,1769,797,1918
image_0008.jpg,pen,986,1769,1175,1918
image_0008.jpg,water_jug,1364,1769,1553,1918
image_0008.jpg,nepali_madal,1742,1769,1931,1918
image_0008.jpg,heart,2120,1769,2309,1918
image_0008.jpg,torch_light,230,1958,419,2107
image_0008.jpg,hand_palm,608,1958,797,2107
image_0008.jpg,nepali_small_basket,986,1958,1175,2107
image_0008.jpg,loud_speaker,1364,1958,1553,2107
image_0008.jpg,nepali_big_basket,1742,1958,1931,2107
image_0008.jpg,farmer,2120,1958,2309,2107
image_0008.jpg,dog,230,2147,419,2296
image_0008.jpg,house,608,2147,797,2296
image_0008.jpg,hammer_scythe,986,2147,1175,2296
image_0008.jpg,lock,1364,2147,1553,2296
image_0008.jpg,ladder,1742,2147,1931,2296
image_0008.jpg,sun,2120,2147,2309,2296
image_0008.jpg,cycle,230,2336,419,2485
image_0008.jpg,tree,608,2336,797,2485
image_0008.jpg,water_glass,986,2336,1175,2485
image_0008.jpg,key,1364,2336,1553,2485
image_0008.jpg,candle_light,1742,2336,1931,2485
image_0008.jpg,nepali_jug,2120,2336,2309,2485
image_0008.jpg,nepali_cap,230,2525,419,2674
image_0008.jpg,star,608,2525,797,2674
image_0008.jpg,conch,986,2525,1175,2674
image_0008.jpg,stick,1364,2525,1553,2674
image_0008.jpg,damphu,1742,2525,1931,2674
image_0008.jpg,wooden_wheel,2120,2525,2309,2674
image_0008.jpg,woman_man,230,2714,419,2863
image_0008.jpg,hoe,608,2714,797,2863
image_0008.jpg,tiger,986,2714,1175,2863
image_0008.jpg,mother_and_child,1364,2714,1553,2863
image_0008.jpg,lotus,1742,2714,1931,2863
image_0008.jpg,balance,2120,2714,2309,2863
image_0008.jpg,valid_stamp,2264,1570,2414,1720
image_0009.jpg,damphu,230,1580,419,1729
image_0009.jpg,owl,608,1580,797,1729
image_0009.jpg,bus,986,1580,1175,1729
image_0009.jpg,nepali_cap,1364,1580,1553,1729
image_0009.jpg,lock,1742,1580,1931,1729
image_0009.jpg,nepali_small_basket,2120,1580,2309,1729
image_0009.jpg,nepali_big_basket,230,1769,419,1918
image_0009.jpg,star,608,1769,797,1918
image_0009.jpg,pen,986,1769,1175,1918
image_0009.jpg,mother_and_child,1364,1769,1553,1918
image_0009.jpg,wooden_wheel,1742,1769,1931,1918
image_0009.jpg,umbrella,2120,1769,2309,1918
image_0009.jpg,tree,230,1958,419,2107
image_0009.jpg,house,608,1958,797,2107
image_0009.jpg,ladder,986,1958,1175,2107
image_0009.jpg,nepali_jug,1364,1958,1553,2107
image_0009.jpg,cycle,1742,1958,1931,2107
image_0009.jpg,loud_speaker,2120,1958,2309,2107
image_0009.jpg,hoe,230,2147,419,2296
image_0009.jpg,nepali_madal,608,2147,797,2296
image_0009.jpg,roaster,986,2147,1175,2296
image_0009.jpg,turtle,1364,2147,1553,2296
image_0009.jpg,heart,1742,2147,1931,2296
image_0009.jpg,farmer,2120,2147,2309,2296
image_0009.jpg,computer,230,2336,419,2485
image_0009.jpg,key,608,2336,797,2485
image_0009.jpg,woman_man,986,2336,1175,2485
image_0009.jpg,candle_light,1364,2336,1553,2485
image_0009.jpg,hammer_scythe,1742,2336,1931,2485
image_0009.jpg,water_glass,2120,2336,2309,2485
image_0009.jpg,water_jug,230,2525,419,2674
image_0009.jpg,stick,608,2525,797,2674
image_0009.jpg,conch,986,2525,1175,2674
image_0009.jpg,sun,1364,2525,1553,2674
image_0009.jpg,tiger,1742,2525,1931,2674
image_0009.jpg,hand_palm,2120,2525,2309,2674
image_0009.jpg,namaste,230,2714,419,2863
image_0009.jpg,balance,608,2714,797,2863
image_0009.jpg,lotus,986,2714,1175,2863
image_0009.jpg,dog,1364,2714,1553,2863
image_0009.jpg,torch_light,1742,2714,1931,2863
image_0009.jpg,sheep,2120,2714,2309,2863
image_0009.jpg,valid_stamp,774,1571,924,1721
image_0010.jpg,cycle,230,1580,419,1729
image_0010.jpg,dog,608,1580,797,1729
image_0010.jpg,nepali_big_basket,986,1580,1175,1729
image_0010.jpg,wooden_wheel,1364,1580,1553,1729
image_0010.jpg,nepali_jug,1742,1580,1931,1729
image_0010.jpg,heart,2120,1580,2309,1729
image_0010.jpg,pen,230,1769,419,1918
image_0010.jpg,star,608,1769,797,1918
image_0010.jpg,computer,986,1769,1175,1918
image_0010.jpg,nepali_cap,1364,1769,1553,1918
image_0010.jpg,namaste,1742,1769,1931,1918
image_0010.jpg,mother_and_child,2120,1769,2309,1918
image_0010.jpg,turtle,230,1958,419,2107
image_0010.jpg,farmer,608,1958,797,2107
image_0010.jpg,water_glass,986,1958,1175,2107
image_0010.jpg,water_jug,1364,1958,1553,2107
image_0010.jpg,loud_speaker,1742,1958,1931,2107
image_0010.jpg,tiger,2120,1958,2309,2107
image_0010.jpg,candle_light,230,2147,419,2296
image_0010.jpg,key,608,2147,797,2296
image_0010.jpg,hoe,986,2147,1175,2296
image_0010.jpg,stick,1364,2147,1553,2296
image_0010.jpg,damphu,1742,2147,1931,2296
image_0010.jpg,sun,2120,2147,2309,2296
image_0010.jpg,tree,230,2336,419,2485
image_0010.jpg,conch,608,2336,797,2485
image_0010.jpg,hammer_scythe,986,2336,1175,2485
image_0010.jpg,sheep,1364,2336,1553,2485
image_0010.jpg,balance,1742,2336,1931,2485
image_0010.jpg,woman_man,2120,2336,2309,2485
image_0010.jpg,ladder,230,2525,419,2674
image_0010.jpg,lock,608,2525,797,2674
image_0010.jpg,nepali_small_basket,986,2525,1175,2674
image_0010.jpg,house,1364,2525,1553,2674
image_0010.jpg,umbrella,1742,2525,1931,2674
image_0010.jpg,nepali_madal,2120,2525,2309,2674
image_0010.jpg,torch_light,230,2714,419,2863
image_0010.jpg,roaster,608,2714,797,2863
image_0010.jpg,owl,986,2714,1175,2863
image_0010.jpg,lotus,1364,2714,1553,2863
image_0010.jpg,bus,1742,2714,1931,2863
image_0010.jpg,hand_palm,2120,2714,2309,2863
image_0010.jpg,valid_stamp,1154,2537,1304,2687
image_0011.jpg,loud_speaker,230,1580,419,1729
image_0011.jpg,damphu,608,1580,797,1729
image_0011.jpg,dog,986,1580,1175,1729
image_0011.jpg,nepali_small_basket,1364,1580,1553,1729
image_0011.jpg,umbrella,1742,1580,1931,1729
image_0011.jpg,lotus,2120,1580,2309,1729
image_0011.jpg,hand_palm,230,1769,419,1918
image_0011.jpg,hammer_scythe,608,1769,797,1918
image_0011.jpg,water_glass,986,1769,1175,1918
image_0011.jpg,torch_light,1364,1769,1553,1918
image_0011.jpg,water_jug,1742,1769,1931,1918
image_0011.jpg,stick,2120,1769,2309,1918
image_0011.jpg,nepali_madal,230,1958,419,2107
image_0011.jpg,tiger,608,1958,797,2107
image_0011.jpg,lock,986,1958,1175,2107
image_0011.jpg,key,1364,1958,1553,2107
image_0011.jpg,computer,1742,1958,1931,2107
image_0011.jpg,balance,2120,1958,2309,2107
image_0011.jpg,nepali_jug,230,2147,419,2296
image_0011.jpg,nepali_big_basket,608,2147,797,2296
image_0011.jpg,farmer,986,2147,1175,2296
image_0011.jpg,ladder,1364,2147,1553,2296
image_0011.jpg,cycle,1742,2147,1931,2296
image_0011.jpg,star,2120,2147,2309,2296
image_0011.jpg,conch,230,2336,419,2485
image_0011.jpg,wooden_wheel,608,2336,797,2485
image_0011.jpg,heart,986,2336,1175,2485
image_0011.jpg,sun,1364,2336,1553,2485
image_0011.jpg,bus,1742,2336,1931,2485
image_0011.jpg,nepali_cap,2120,2336,2309,2485
image_0011.jpg,mother_and_child,230,2525,419,2674
image_0011.jpg,namaste,608,2525,797,2674
image_0011.jpg,house,986,2525,1175,2674
image_0011.jpg,tree,1364,2525,1553,2674
image_0011.jpg,turtle,1742,2525,1931,2674
image_0011.jpg,pen,2120,2525,2309,2674
image_0011.jpg,candle_light,230,2714,419,2863
image_0011.jpg,woman_man,608,2714,797,2863
image_0011.jpg,roaster,986,2714,1175,2863
image_0011.jpg,hoe,1364,2714,1553,2863
image_0011.jpg,sheep,1742,2714,1931,2863
image_0011.jpg,owl,2120,2714,2309,2863
image_0011.jpg,valid_stamp,1508,2316,1658,2466
image_0012.jpg,stick,230,1580,419,1729
image_0012.jpg,conch,608,1580,797,1729
image_0012.jpg,water_glass,986,1580,1175,1729
image_0012.jpg,bus,1364,1580,1553,1729
image_0012.jpg,ladder,1742,1580,1931,1729
image_0012.jpg,tree,2120,1580,2309,1729
image_0012.jpg,torch_light,230,1769,419,1918
image_0012.jpg,wooden_wheel,608,1769,797,1918
image_0012.jpg,nepali_madal,986,1769,1175,1918
image_0012.jpg,lock,1364,1769,1553,1918
image_0012.jpg,water_jug,1742,1769,1931,1918
image_0012.jpg,balance,2120,1769,2309,1918
image_0012.jpg,roaster,230,1958,419,2107
image_0012.jpg,hammer_scythe,608,1958,797,2107
image_0012.jpg,turtle,986,1958,1175,2107
image_0012.jpg,damphu,1364,1958,1553,2107
image_0012.jpg,owl,1742,1958,1931,2107
image_0012.jpg,sheep,2120,1958,2309,2107
image_0012.jpg,house,230,2147,419,2296
image_0012.jpg,lotus,608,2147,797,2296
image_0012.jpg,cycle,986,2147,1175,2296
image_0012.jpg,umbrella,1364,2147,1553,2296
image_0012.jpg,sun,1742,2147,1931,2296
image_0012.jpg,hand_palm,2120,2147,2309,2296
image_0012.jpg,farmer,230,2336,419,2485
image_0012.jpg,mother_and_child,608,2336,797,2485
image_0012.jpg,nepali_big_basket,986,2336,1175,2485
image_0012.jpg,computer,1364,2336,1553,2485
image_0012.jpg,heart,1742,2336,1931,2485
image_0012.jpg,star,2120,2336,2309,2485
image_0012.jpg,nepali_small_basket,230,2525,419,2674
image_0012.jpg,loud_speaker,608,2525,797,2674
image_0012.jpg,nepali_jug,986,2525,1175,2674
image_0012.jpg,woman_man,1364,2525,1553,2674
image_0012.jpg,key,1742,2525,1931,2674
image_0012.jpg,pen,2120,2525,2309,2674
image_0012.jpg,tiger,230,2714,419,2863
image_0012.jpg,candle_light,608,2714,797,2863
image_0012.jpg,namaste,986,2714,1175,2863
image_0012.jpg,hoe,1364,2714,1553,2863
image_0012.jpg,dog,1742,2714,1931,2863
image_0012.jpg,nepali_cap,2120,2714,2309,2863
image_0012.jpg,valid_stamp,2264,1573,2414,1723
image_0013.jpg,roaster,230,1580,419,1729
image_0013.jpg,wooden_wheel,608,1580,797,1729
image_0013.jpg,balance,986,1580,1175,1729
image_0013.jpg,sheep,1364,1580,1553,1729
